genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Sciurus,niger,0.126,0.012,1,0,NaN
Sciurus,olsoni,13.600,10.300,1,0,NaN
Sciurus,sp.,1.5,0.000,19,1,0.0109
Scottimus,ambiguus,33.3,33.3,3,0,NaN
Scottimus,exiguus,33.900,33.0,5,0,NaN
Scottimus,kellamorum,29.5,29.4,1,1,0.1667
Scottimus,longiquus,33.900,33.300,1,1,0.5000
Scottimus,lophatus,32.2,31.8,3,0,NaN
Scottimus,sp.,33.6,24.800,7,2,0.0107
Scottimus,viduus,37.200,33.4,7,0,NaN
Selenaletes,scopaeus,50.300,46.200,1,0,NaN
Serbelodon,barbourensis,11.8,11.6,3,0,NaN
Serbelodon,burnhami,11.8,11.7,4,0,NaN
Serbelodon,sp.,11.8,11.8,1,0,NaN
Sespedectes,singularis,44.6,39.7,35,11,0.2395
Sespedectes,sp.,42.5,39.7,6,2,0.0243
Sespedectes,stocki,40.4,40.3,1,1,0.2872
Sespemys,sp.,33.6,33.6,1,0,NaN
Sespemys,thurstoni,30.8,30.7,1,0,NaN
Sespia,californica,29.0,27.0,7,0,NaN
Sespia,nitida,29.8,23.5,31,1,1.0000
Sespia,sp.,29.8,26.0,7,0,NaN
Shoshonius,bowni,50.300,46.200,1,0,NaN
Shoshonius,cooperi,52.2,46.200,8,0,NaN
Sifrhippus,aemulor,55.1,53.0,114,64,0.2825
Sifrhippus,grangeri,55.7,52.6,162,60,0.3111
Sifrhippus,sandrae,55.6,55.5,6,1,0.5000
Sigmodon,bakeri,0.4,0.012,7,0,NaN
Sigmodon,curtisi,2.6,0.5,13,2,0.0785
Sigmodon,hispidus,0.3,0.0093,23,2,0.0367
Sigmodon,hudspethensis,2.6,2.6,2,1,0.1667
Sigmodon,libitinus,1.6,1.5,6,0,NaN
Sigmodon,lindsayi,1.9,0.300,5,0,NaN
Sigmodon,minor,4.7,1.4,78,12,0.2083
Sigmodon,sp.,4.8,0.012,55,1,0.1600
Simiacritomys,whistleri,39.8,39.7,1,1,0.1429
Simidectes,magnus,43.6,40.0,7,5,0.1437
Simidectes,medius,43.0,42.8,3,1,0.2000
Simidectes,merriami,40.5,39.7,2,2,0.0790
Similisciurus,maxwelli,21.1,21.0,2,2,0.0540
Simimeryx,hudsoni,46.200,39.7,14,2,0.0775
Simimeryx,minutus,38.8,38.7,1,0,NaN
Simimeryx,sp.,40.9,40.9,1,0,NaN
Simimys,landeri,39.8,39.7,1,1,0.2101
Simimys,simplex,42.9,39.7,32,5,0.0504
Simimys,sp.,42.9,33.900,5,1,0.2308
Simocetus,rayi,33.900,28.400,1,0,NaN
Simocyon,primigenius,7.8,7.4,2,0,NaN
Simojovelhyus,pocitosense,28.400,23.030,1,0,NaN
Simpsonictis,jaynanneae,63.300,61.700,3,0,NaN
Simpsonictis,pegus,63.300,60.4,2,0,NaN
Simpsonictis,sp.,60.5,60.3,2,0,NaN
Simpsonictis,tenuis,63.300,59.8,4,0,NaN
Simpsonlemur,citatus,53.9,53.0,3,0,NaN
Simpsonlemur,jepseni,55.7,52.3,11,0,NaN
Simpsonlemur,sp.,55.8,55.2,11,0,NaN
Simpsonodus,chacensis,55.7,52.9,6,0,NaN
Simpsonodus,sp.,53.9,53.8,1,0,NaN
Sinclairella,dakotensis,35.3,33.0,5,0,NaN
Sinclairella,sp.,40.400,33.0,7,0,NaN
Sinclairomeryx,riparius,17.6,17.6,6,0,NaN
Sinclairomeryx,sp.,20.430,13.600,2,1,0.0160
Sinocapra,willdownsi,4.6,4.6,1,0,NaN
Sinopa,major,46.5,43.5,5,0,NaN
Sinopa,rapax,49.8,46.4,19,10,0.1028
Sinopa,sp.,49.5,40.400,4,0,NaN
Siphonocetus,clarkianus,11.608,7.246,1,1,1.0000
Siphonocetus,sp.,15.970,2.588,6,4,0.3748
Smilodectes,gracilis,50.0,46.4,18,0,NaN
Smilodectes,mcgrewi,50.300,46.200,39,35,0.2134
Smilodectes,sororis,50.300,46.200,1,0,NaN
Smilodectes,sp.,50.300,46.200,1,0,NaN
Smilodon,fatalis,0.9,0.012,25,3,0.0558
Smilodon,gracilis,3.7,0.4,21,1,0.0005
Smilodon,sp.,3.7,0.012,7,0,NaN
Sminthosinis,bowleri,3.8,3.7,5,0,NaN
Sminthosinis,sp.,7.3,1.800,2,0,NaN
Soergelia,mayfieldi,0.6,0.4,2,0,NaN
Soergelia,sp.,0.6,0.4,1,0,NaN
Solenodon,sp.,0.126,0.012,1,0,NaN
Sorex,arcticus,0.4,0.0294,14,0,NaN
Sorex,arcticus-group,0.0335,0.0231,1,1,0.0001
Sorex,cinereus,2.2,0.0294,31,2,0.0018
Sorex,cudahyensis,0.6,0.5,3,0,NaN
Sorex,dispar,1.800,0.0294,6,0,NaN
Sorex,edwardsi,11.2,4.900,3,0,NaN
Sorex,fumeus,0.9,0.0294,13,0,NaN
Sorex,hagermanensis,3.9,3.9,1,0,NaN
Sorex,hoyi,0.2,0.0294,14,2,0.0018
Sorex,kansasensis,0.3,0.3,3,0,NaN
Sorex,lacustris,0.6,0.5,3,0,NaN
Sorex,leahyi,2.8,2.8,3,2,0.0323
Sorex,longirostris,0.126,0.012,1,0,NaN
Sorex,megapalustris,0.6,0.5,3,0,NaN
Sorex,meltoni,3.8,3.3,2,0,NaN
Sorex,merriami,0.126,0.012,1,0,NaN
Sorex,minutus,0.4,0.4,1,0,NaN
Sorex,monticolus,0.4,0.0231,2,1,0.0001
Sorex,palustris,2.4,0.0294,23,11,0.1020
Sorex,powersi,4.0,3.7,3,0,NaN
Sorex,pratensis,0.6,0.5,3,0,NaN
Sorex,rexroadensis,3.8,3.5,2,0,NaN
Sorex,sandersi,3.0,2.2,6,0,NaN
Sorex,scottensis,0.3,0.3,5,0,NaN
Sorex,sp.,11.8,0.000,57,1,0.0080
Sorex,taylori,3.5,2.1,8,2,0.0076
Sorex,vagrans,0.126,0.012,1,1,0.0010
Sorex,yatkolai,10.300,4.900,1,0,NaN
Spermophilus,argonautus,11.8,9.6,3,0,NaN
Spermophilus,armatus,0.126,0.012,1,0,NaN
Spermophilus,beecheyi,1.4,0.012,5,0,NaN
Spermophilus,bensoni,3.3,1.1,7,0,NaN
Spermophilus,boothi,3.0,2.2,7,0,NaN
Spermophilus,cochisei,1.800,0.300,3,0,NaN
Spermophilus,columbianus,0.0335,0.0231,1,1,0.1355
Spermophilus,cragini,4.900,1.800,1,0,NaN
Spermophilus,cyanocittus,11.8,11.8,3,0,NaN
Spermophilus,dotti,6.6,6.5,2,0,NaN
Spermophilus,elegans,0.8,0.3,6,0,NaN
Spermophilus,finlayensis,2.6,2.6,1,0,NaN
Spermophilus,franklinii,1.3,0.012,3,1,0.1600
Spermophilus,fricki,10.300,4.900,1,0,NaN
Spermophilus,gidleyi,7.8,7.4,2,0,NaN
Spermophilus,howelli,9.9,2.9,5,2,0.0376
Spermophilus,jerae,15.970,13.600,1,0,NaN
Spermophilus,johnstoni,3.0,3.0,1,0,NaN
Spermophilus,lateralis,0.3,0.0231,5,2,0.0115
Spermophilus,lorisrusselli,0.6,0.5,3,0,NaN
Spermophilus,matachicensis,5.8,4.2,3,0,NaN
Spermophilus,matthewi,7.4,7.2,3,0,NaN
Spermophilus,mcgheei,2.6,2.6,1,0,NaN
Spermophilus,mckayensis,9.7,9.7,1,1,0.0014
Spermophilus,meadensis,4.900,1.1,2,0,NaN
Spermophilus,meltoni,3.0,3.0,1,0,NaN
Spermophilus,parryii,0.781,0.012,5,1,0.0080
Spermophilus,primitivus,14.8,14.8,2,0,NaN
Spermophilus,rexroadensis,6.6,3.5,3,0,NaN
Spermophilus,richardsonii,1.2,0.012,23,2,0.2079
Spermophilus,russelli,4.5,3.3,2,0,NaN
Spermophilus,shotwelli,7.4,7.0,5,0,NaN
Spermophilus,sp.,15.9,0.00189,101,8,0.0351
Spermophilus,"sp. morph A",4.900,1.800,1,0,NaN
Spermophilus,"sp. morph B",4.900,1.800,1,0,NaN
Spermophilus,spilosoma,0.4,0.012,6,1,0.0010
Spermophilus,tephrus,15.6,13.8,3,0,NaN
Spermophilus,townsendii,0.0151,0.00946,2,0,NaN
Spermophilus,tridecemlimeatus,0.126,0.000,1,0,NaN
Spermophilus,tridecemlineatus,1.3,0.0294,42,5,0.0363
Spermophilus,tuitus,3.1,3.1,1,1,0.0110
Spermophilus,variegatus,1.800,0.000,18,1,0.0410
Spermophilus,wellingtonensis,9.5,1.800,2,0,NaN
Spermophilus,wilsoni,9.7,7.0,5,1,0.0589
Sphacorhysis,burntforkensis,50.300,46.200,1,0,NaN
Sphenocoelus,hyognathus,44.8,44.7,1,0,NaN
Sphenocoelus,sp.,45.2,44.9,4,0,NaN
Sphenophalos,garciae,7.9,7.8,2,0,NaN
Sphenophalos,middleswarti,11.1,4.900,2,0,NaN
Sphenophalos,nevadanus,9.6,8.5,2,0,NaN
Sphenophalos,sp.,9.8,6.3,9,0,NaN
Spilogale,microdens,3.4,3.4,1,0,NaN
Spilogale,putorius,2.1,0.00946,44,2,0.0076
Spilogale,rexroadi,3.5,3.3,4,1,0.0152
Spilogale,sp.,3.5,0.01217,6,0,NaN
Spurimus,scotti,40.400,37.200,3,0,NaN
Spurimus,selbyi,42.2,37.200,3,0,NaN
Spurimus,sp.,37.200,33.900,1,0,NaN
Squalodon,atlanticus,15.970,13.650,3,1,1.0000
Squalodon,calvertensis,23.030,11.608,5,5,0.1175
Squalodon,sp.,28.400,13.600,9,4,0.1835
Squalodon,tiedemani,23.030,11.608,2,2,0.1010
Squalodon,whitmorei,20.430,11.608,5,5,0.4592
Squaloziphius,emlongi,23.030,20.430,1,1,0.2000
Stegomastodon,aftoniae,2.588,0.5,2,0,NaN
Stegomastodon,mirificus,4.3,0.300,16,4,0.1560
Stegomastodon,primitivus,3.5,3.0,5,0,NaN
Stegomastodon,sp.,5.8,0.5,21,0,NaN
Stehlinia,sp.,37.200,33.900,1,0,NaN
Steinius,annectens,55.800,50.300,1,0,NaN
Steinius,vespertinus,53.2,53.1,4,0,NaN
Stelocyon,arctylos,60.6,60.4,1,0,NaN
Stenasodelphis,russellae,11.608,7.246,1,1,1.0000
Stenella,rayi,5.332,3.600,1,1,0.0064
Stenella,sp.,5.332,2.588,6,2,0.1601
Stenoechinus,tantalus,24.6,21.1,3,0,NaN
Stenomylus,gracilis,22.7,20.1,12,0,NaN
Stenomylus,hitchcocki,24.8,22.4,4,0,NaN
Stenomylus,keelinensis,23.5,23.5,1,0,NaN
Stenomylus,sp.,21.6,18.7,6,2,0.0225
Stenomylus,taylori,20.430,15.970,1,1,0.0108
Sthenictis,bellus,17.6,17.6,1,0,NaN
Sthenictis,dolichops,20.430,15.9,5,0,NaN
Sthenictis,junturensis,13.5,11.5,1,0,NaN
Sthenictis,lacota,11.5,11.5,1,0,NaN
Sthenictis,sp.,12.1,9.2,11,1,0.0123
Sthenodectes,incisivum,44.8,44.7,1,0,NaN
Sthenodectes,priscus,45.0,44.9,1,0,NaN
Stibarus,montanus,36.9,35.9,6,0,NaN
Stibarus,obtusilobus,36.3,33.3,19,0,NaN
Stibarus,quadricuspis,36.3,33.4,4,0,NaN
Stibarus,sp.,35.8,20.4,7,0,NaN
Stibarus,yoderensis,36.7,36.7,1,1,0.0191
Stilpnodon,simplicidens,63.300,61.700,1,0,NaN
Stilpnodon,sp.,59.2,59.2,1,0,NaN
Stockia,powayensis,44.1,43.7,3,1,0.0426
Stockoceros,conklingi,0.4,0.012,3,0,NaN
Stockoceros,onusrosagris,1.800,0.012,7,0,NaN
Stockoceros,sp.,4.900,0.3,4,0,NaN
Strathcona,major,53.2,53.2,1,0,NaN
Strathcona,minor,53.2,53.2,1,0,NaN
Stratimus,sp.,20.1,20.1,1,0,NaN
Stratimus,strobeli,20.1,20.0,5,1,0.2244
Strigorhysis,bridgerensis,51.8,46.200,2,0,NaN
Strigorhysis,huerfanensis,50.300,46.200,1,0,NaN
Strigorhysis,rugosus,50.300,46.200,1,0,NaN
Stygimys,camptorhiza,63.4,63.3,2,0,NaN
Stygimys,gratus,65.2,63.3,22,1,0.0731
Stygimys,jepseni,63.300,61.700,6,0,NaN
Stygimys,kuszmauli,65.2,63.6,36,1,0.1370
Stygimys,sp.,66.043,61.700,3,0,NaN
Stygimys,vastus,66.043,63.300,1,0,NaN
Stylinodon,mirus,52.3,44.9,16,5,0.1577
Stylinodon,sp.,52.2,40.400,6,0,NaN
Suaptenos,whitei,20.430,15.970,1,0,NaN
Subdromomeryx,antilopinus,17.9,15.4,7,0,NaN
Subhyracodon,mitis,36.1,33.8,7,2,0.0648
Subhyracodon,occidentalis,37.200,30.7,13,0,NaN
Subhyracodon,sp.,36.1,26.5,19,1,0.3000
Subhyracodon,trigonodus,35.5,35.5,1,0,NaN
Submeryceros,minor,17.6,13.8,8,0,NaN
Sunkahetanka,geringensis,30.800,26.2,5,3,0.0313
Sus,scrofa,0.1,0.000,3,0,NaN
Swaindelphys,cifellii,63.300,61.700,1,0,NaN
Sylvilagus,aquaticus,0.1,0.1,3,0,NaN
Sylvilagus,audubonii,0.4,0.000,20,1,0.0010
Sylvilagus,bachmani,0.3,0.012,2,0,NaN
Sylvilagus,cunicularis,3.1,3.1,1,0,NaN
Sylvilagus,floridanus,1.6,0.000,44,3,0.0114
Sylvilagus,hibbardi,3.3,0.6,23,2,0.0395
Sylvilagus,nuttallii,0.03359,0.012,3,0,NaN
Sylvilagus,palustris,1.6,0.012,8,1,0.0169
Sylvilagus,sp.,3.7,0.0093,133,7,0.0310
Sylvilagus,sylvaticus,2.588,0.012,1,0,NaN
Sylvilagus,transitionalis,0.3,0.012,2,0,NaN
Sylvilagus,webbi,3.7,1.5,8,1,0.7550
Symmetrodontomys,beckensis,3.4,3.4,1,0,NaN
Symmetrodontomys,daamsi,9.9,9.9,1,0,NaN
Symmetrodontomys,simplicidens,3.5,3.4,7,0,NaN
Synaptomys,australis,0.4,0.012,16,1,0.0565
Synaptomys,bunkeri,0.126,0.012,1,0,NaN
Synaptomys,cooperi,0.9,0.01217,33,0,NaN
Synaptomys,corealis,0.126,0.012,1,0,NaN
Synaptomys,morgani,1.6,1.5,1,0,NaN
Synaptomys,sp.,2.9,0.012,9,0,NaN
Syndyoceras,cooki,22.2,20.9,6,0,NaN
Syndyoceras,sp.,22.6,22.6,1,0,NaN
Synthetoceras,davisorum,10.0,10.0,1,1,0.3191
Synthetoceras,sp.,18.8,18.8,1,0,NaN
Synthetoceras,triconatus,10.300,4.900,1,0,NaN
Synthetoceras,tricornatus,12.3,10.9,9,0,NaN
Systemodon,sp.,54.1,53.2,3,0,NaN
Systemodon,tapirinus,52.9,52.8,1,0,NaN
Tachylagus,gawneae,40.400,37.200,1,0,NaN
Tachylagus,sp.,40.400,37.200,1,0,NaN
Tadarida,brasiliensis,0.03359,0.00256,7,0,NaN
Tadarida,macrotis,0.03359,0.02516,1,0,NaN
Tadarida,mexicana,0.012,0.000,1,0,NaN
Tadarida,sp.,3.7,0.000,2,0,NaN
Taeniolabis,lamberti,64.5,64.5,2,0,NaN
Taeniolabis,sp.,63.5,63.5,2,0,NaN
Taeniolabis,taoensis,64.0,63.7,7,1,0.1667
Talpavoides,dartoni,59.1,54.9,8,0,NaN
Talpavoides,sp.,53.9,53.9,1,0,NaN
Talpavus,conjunctus,40.400,37.200,1,0,NaN
Talpavus,duplus,42.2,41.5,4,0,NaN
Talpavus,nitidus,48.6,46.3,5,0,NaN
Talpavus,sp.,55.0,37.200,5,0,NaN
Talpavus,sullivani,53.0,53.0,1,0,NaN
Tamiasciurus,hudsonicus,0.9,0.000,21,2,0.0015
Tamiasciurus,sp.,0.126,0.000,1,0,NaN
Tamiasciurus,tenuidens,0.126,0.012,1,0,NaN
Tamias,aristus,0.3,0.012,2,0,NaN
Tamias,ateles,14.8,12.1,22,0,NaN
Tamias,sp.,0.03359,0.02516,2,0,NaN
Tamias,striatus,0.9,0.000,23,2,0.0577
Tanymykter,brachyodontus,22.4,20.7,5,0,NaN
Tapiravus,validus,15.970,12.7,2,0,NaN
Tapirus,californicus,1.800,0.012,5,0,NaN
Tapirus,haysii,2.588,0.012,33,1,0.0250
Tapirus,johnsoni,11.9,11.7,7,0,NaN
Tapirus,lundeliusi,4.5,1.5,12,0,NaN
Tapirus,merriami,2.0,0.012,7,0,NaN
Tapirus,polkensis,15.970,10.0,5,1,0.0400
Tapirus,simpsoni,11.5,9.0,4,0,NaN
Tapirus,sp.,15.970,0.02516,53,2,0.0035
Tapirus,tennesseae,0.3,0.3,1,0,NaN
Tapirus,validus,20.430,15.970,1,1,0.0833
Tapirus,veroensis,0.4,0.02987,32,2,0.0549
Tapochoerus,egressus,40.9,40.7,5,2,0.0205
Tapochoerus,mcmillini,42.9,42.8,4,1,0.0667
Tapocyon,dawsonae,42.9,42.8,1,0,NaN
Tapocyon,robustus,42.1,40.7,9,1,0.0295
Tapomys,sp.,40.8,40.7,1,1,0.0238
Tapomys,tapensis,40.9,40.9,1,1,0.0506
Tardontia,nevadans,15.970,13.600,1,0,NaN
Tardontia,occidentale,11.7,11.6,3,1,0.0769
Tardontia,sp.,15.970,4.900,4,0,NaN
Tarka,stylifera,46.200,40.400,1,0,NaN
Tatmanius,szalayi,55.800,50.300,1,0,NaN
Taxidea,mexicana,5.8,5.7,1,0,NaN
Taxidea,sp.,4.6,0.012,16,0,NaN
Taxidea,taxus,3.5,0.012,41,2,0.0048
Taxymys,lucaris,49.6,48.5,3,0,NaN
Tayassu,edensis,6.7,6.7,1,0,NaN
Tayassu,proterva,14.9,14.8,1,1,0.3333
Tayassu,protervus,15.970,13.650,1,0,NaN
Tayassu,tajacu,0.126,0.000,2,0,NaN
Teilhardina,americana,55.4,54.0,16,7,0.0194
Teilhardina,crassidens,55.0,54.0,9,2,0.0134
Teilhardina,demissa,53.4,53.4,1,0,NaN
Teilhardina,magnoliana,55.800,50.300,1,0,NaN
Teilhardina,mathewi,55.1,55.1,1,1,0.0075
Teilhardina,sp.,55.3,53.6,22,0,NaN
Teilhardina,tenuicula,54.6,54.6,3,2,0.0577
Teleoceras,fossiger,11.5,7.4,11,0,NaN
Teleoceras,hicksi,10.1,5.7,9,0,NaN
Teleoceras,major,12.3,4.900,27,2,0.0259
Teleoceras,medicornutum,17.3,13.7,8,0,NaN
Teleoceras,mediocronutum,15.970,13.600,1,0,NaN
Teleoceras,meridianum,17.8,13.600,15,0,NaN
Teleoceras,minor,15.970,13.600,4,0,NaN
Teleoceras,proterum,13.650,4.900,5,0,NaN
Teleoceras,sp.,16.3,5.6,123,18,0.1901
Teletaceras,mortivallis,37.200,33.900,1,0,NaN
Teletaceras,radinskyi,39.6,39.6,1,1,0.6981
Telmatherium,altidens,45.3,45.2,2,0,NaN
Telmatherium,cultridens,49.3,37.200,5,0,NaN
Telmatherium,manteoceras,48.6,46.3,6,0,NaN
Telmatherium,sp.,49.3,40.400,4,0,NaN
Telmatherium,validum,49.3,49.2,1,0,NaN
Temnocyon,altigenis,33.300,28.4,3,0,NaN
Temnocyon,percussor,21.5,20.8,2,0,NaN
Temnocyon,sp.,20.9,20.9,1,0,NaN
Temnocyon,typicus,29.8,23.6,1,0,NaN
Temperocastor,valentinensis,15.970,13.600,3,0,NaN
Tenudomys,basilaris,33.900,33.300,1,0,NaN
Tenudomys,bodei,30.800,20.430,1,0,NaN
Tenudomys,dakotensis,30.800,26.300,2,2,0.0269
Tenudomys,macdonaldi,30.800,26.300,1,1,0.2500
Tenudomys,sp.,24.6,24.6,2,0,NaN
Tenudomys,titanus,26.6,26.5,1,0,NaN
Tephrocyon,rurestris,15.7,14.7,3,0,NaN
Tetonius,ambiguus,54.6,54.2,12,1,0.0152
Tetonius,matthewi,55.7,54.2,53,27,0.0278
Tetonius,mckennai,54.9,54.8,3,0,NaN
Tetonius,sp.,55.8,52.9,50,0,NaN
Tetraclaenodon,puercensis,61.7,60.2,41,2,0.2095
Tetraclaenodon,sp.,61.7,59.8,8,0,NaN
Tetrameryx,irvingtonensis,1.2,0.8,2,0,NaN
Tetrameryx,knoxensis,0.7,0.5,2,0,NaN
Tetrameryx,mooseri,0.4,0.4,1,0,NaN
Tetrameryx,shuleri,0.4,0.012,3,1,0.0225
Tetrameryx,sp.,3.6,0.012,16,1,0.0400
Tetrameryx,tacubayensis,0.4,0.4,1,0,NaN
Tetrapassalus,mckennai,49.8,49.7,1,0,NaN
Tetrapassalus,proius,49.1,49.0,1,0,NaN
Tetrapassalus,sp.,50.300,40.400,13,12,0.0846
Texoceros,altidens,8.1,8.1,5,0,NaN
Texoceros,edensis,6.7,6.7,1,0,NaN
Texoceros,guymonensis,10.300,7.1,4,0,NaN
Texoceros,minorei,8.5,8.4,2,0,NaN
Texoceros,sp.,8.5,6.8,8,0,NaN
Texoceros,vaughani,9.4,9.2,1,0,NaN
Texodon,meridianus,43.6,43.5,1,0,NaN
Texomys,ritchiei,17.4,13.600,6,4,0.4086
Texomys,sp.,26.300,13.600,4,1,0.0107
Texomys,stewarti,19.7,19.7,1,0,NaN
Thalassoleon,macnallyae,7.246,5.332,1,0,NaN
Thalassoleon,mexicanus,7.246,5.332,2,1,1.0000
Thalassoleon,sp.,2.588,1.806,1,0,NaN
Thinobadistes,segnis,11.0,4.900,2,0,NaN
Thinobadistes,sp.,8.1,8.1,2,0,NaN
Thinobadistes,wetzeli,9.4,9.0,3,0,NaN
Thinocetus,arthritus,12.8,12.7,3,2,0.7071
Thinocyon,sp.,50.300,46.200,1,0,NaN
Thinocyon,velox,50.0,40.400,16,7,0.0748
Thinohyus,lentus,33.300,30.800,1,0,NaN
Thinohyus,sp.,28.6,26.0,7,5,0.0414
Thisbemys,brevicrista,50.300,46.200,1,0,NaN
Thisbemys,corrugatus,49.0,45.2,28,13,0.0990
Thisbemys,elachistos,50.300,46.200,1,0,NaN
Thisbemys,medius,41.7,41.5,2,0,NaN
Thisbemys,perditus,55.7,48.9,7,0,NaN
Thisbemys,sp.,53.0,43.3,11,0,NaN
Thisbemys,uintensis,44.8,44.7,1,0,NaN
Thomomys,bottae,4.900,0.000,42,1,0.0464
Thomomys,carsonensis,2.9,2.9,1,1,0.5000
Thomomys,gidleyi,4.5,0.9,18,9,0.4022
Thomomys,monticola,0.126,0.012,1,0,NaN
Thomomys,orientalis,0.3,0.012,4,0,NaN
Thomomys,potomacensis,0.9,0.4,5,0,NaN
Thomomys,sp.,11.8,0.000,110,10,0.1234
Thomomys,talpoides,0.8,0.0231,13,3,0.0135
Thomomys,townsendii,0.126,0.012,2,0,NaN
Thomomys,umbrinus,0.4,,2,0,NaN
Thryptacodon,antiquus,59.8,46.200,95,34,0.0348
Thryptacodon,australis,59.9,55.800,22,1,0.0076
Thryptacodon,barae,55.6,55.6,3,0,NaN
Thryptacodon,orthogonius,63.300,58.1,17,0,NaN
Thryptacodon,pseudarctos,56.800,55.800,3,0,NaN
Thryptacodon,sp.,61.6,57.7,5,0,NaN
Thuliadanta,mayri,53.2,53.2,2,0,NaN
Thylacaelurus,campester,42.5,37.200,2,1,0.0091
Thylacaelurus,montanus,42.2,33.900,5,0,NaN
Thylacaelurus,sp.,60.4,37.200,2,0,NaN
Thylacodon,montanensis,65.1,65.1,1,0,NaN
Thylacodon,pusillus,65.3,63.8,17,3,0.0241
Ticholeptus,sp.,22.0,13.8,11,0,NaN
Ticholeptus,zygomaticus,17.9,14.7,33,1,0.0357
Tillodon,fodiens,47.6,47.5,1,0,NaN
Tillomys,parvidens,48.8,46.4,2,0,NaN
Tillomys,senex,47.9,47.8,2,0,NaN
Tillomys,sp.,50.1,48.1,3,0,NaN
Tinimomys,graybulliensis,56.8,54.9,15,0,NaN
Tinimomys,loomisi,55.8,55.8,2,0,NaN
Tinimomys,tribos,56.800,55.800,1,1,0.0228
Tinuviel,eurydice,64.3,63.5,3,2,0.2615
Tiphyocetus,sp.,13.650,11.608,1,0,NaN
Tiphyocetus,temblorensis,20.430,13.650,2,0,NaN
Tisisthenes,parvus,1.800,0.300,1,0,NaN
Titanoides,gidleyi,59.7,58.3,6,0,NaN
Titanoides,majus,59.2,59.1,2,0,NaN
Titanoides,nanus,56.7,56.6,2,0,NaN
Titanoides,primaevus,58.7,55.800,14,0,NaN
Titanoides,sp.,60.4,55.800,12,0,NaN
Titanotylopus,nebraskensis,10.300,4.3,2,0,NaN
Titanotylopus,sp.,3.6,1.8,12,0,NaN
Tiznatzinia,sp.,64.2,64.0,1,0,NaN
Tiznatzinia,vanderhoofi,64.0,64.0,2,0,NaN
Tomarctus,brevirostris,19.7,13.7,18,0,NaN
Tomarctus,hippophaga,17.1,15.0,35,0,NaN
Tomarctus,sp.,20.430,13.7,2,0,NaN
Toromeryx,marginensis,42.7,42.7,2,1,0.0232
Torrejonia,sirokyi,60.5,58.6,5,0,NaN
Toxodon,sp.,0.5,0.4,1,0,NaN
Toxotherium,hunteri,38.4,36.2,7,1,0.0064
Toxotherium,sp.,38.4,33.7,5,0,NaN
Tregosorex,holmani,11.8,11.7,2,0,NaN
Tremarctos,floridanus,2.0,0.012,16,2,0.5000
Tremarctos,sp.,1.800,0.300,1,0,NaN
Tretosphys,sp.,20.430,5.332,13,4,0.1298
Trichechus,manatus,0.126,0.000,3,0,NaN
Trichechus,sp.,0.4,0.1,2,0,NaN
Trigenicus,profectus,36.9,35.5,15,0,NaN
Trigonias,osborni,36.9,34.8,16,0,NaN
Trigonias,sp.,37.2,33.300,11,0,NaN
Trigonias,wellsi,35.5,35.5,1,0,NaN
Trigonias,yoderensis,36.7,36.4,3,1,0.0510
Trigonictis,cookii,3.9,1.5,11,0,NaN
Trigonictis,macrodon,4.5,1.6,42,0,NaN
Trigonictis,sp.,7.4,2.4,7,0,NaN
Triisodon,crassicuspis,63.300,61.700,1,0,NaN
Triisodon,quivirensis,63.300,61.700,8,0,NaN
Triisodon,sp.,63.300,61.700,3,0,NaN
Trilaccogaulus,lemhiensis,24.1,24.1,1,1,0.1892
Trilaccogaulus,montanensis,24.6,24.1,1,0,NaN
Trilaccogaulus,ovatus,30.800,23.9,6,1,0.3333
Triplopides,rieli,37.0,36.9,1,0,NaN
Triplopus,cubitalis,45.2,45.1,1,0,NaN
Triplopus,implicatus,45.2,41.6,7,0,NaN
Triplopus,obliquidens,45.0,41.1,6,0,NaN
Triplopus,rhinocerinus,41.3,41.2,2,0,NaN
Triplopus,sp.,43.6,42.7,5,1,0.0741
Triplopus,woodi,42.9,40.0,5,2,0.7071
Tritemnodon,agilis,49.5,46.4,4,0,NaN
Tritemnodon,sp.,55.0,48.9,15,0,NaN
Tritemnodon,strenuus,54.6,46.200,31,1,0.0217
Trogolemur,amplior,52.1,46.200,4,2,0.0292
Trogolemur,fragilis,50.300,46.200,1,0,NaN
Trogolemur,myodes,52.5,40.400,16,0,NaN
Trogolemur,sp.,59.6,37.200,6,0,NaN
Trogomys,rupinimenthae,30.800,18.8,2,1,0.0177
Trogomys,sp.,18.1,13.600,2,0,NaN
Trogosus,castoridens,49.0,46.4,6,0,NaN
Trogosus,gazini,49.5,49.4,3,0,NaN
Trogosus,grangeri,50.300,46.200,5,0,NaN
Trogosus,latidens,50.300,46.200,7,3,0.2075
Trogosus,sp.,52.2,49.2,17,2,0.3536
Tubulodon,atopum,54.2,53.3,5,1,0.0164
Tubulodon,pearcei,52.5,52.5,1,0,NaN
Tubulodon,sp.,54.2,52.1,1,0,NaN
Tubulodon,taylori,50.300,46.200,1,0,NaN
Tubulodon,woodi,53.0,46.200,2,0,NaN
Tuscahomys,ctenodactylops,55.6,55.6,1,0,NaN
Tuscahomys,major,55.800,50.300,1,0,NaN
Tuscahomys,medius,55.800,50.300,1,0,NaN
Tuscahomys,minor,55.800,50.300,1,0,NaN
